#name	description	is_reversible	data_source	is_spontaneous
EX_glyc3p_e	Glycerol_3-phosphate_exchange	0		0
EX_gmp_e	GMP_exchange	0		0
EX_gsn_e	Guanosine_exchange	0		0
EX_gthrd_e	Reduced_glutathione_exchange	0		0
EX_gua_e	Guanine_exchange	0		0
EX_h_e	H+_exchange	0		0
EX_h2_e	H2_exchange	0		0
EX_h2o_e	H2O_exchange	1		0
EX_h2s_e	Hydrogen_sulfide_exchange	0		0
EX_his_L_e	L-Histidine_exchange	0		0
EX_hom__L_e	L-Homoserine_exchange	0		0
EX_hxan_e	Hypoxanthine_exchange	0		0
EX_ile_L_e	L-Isoleucine_exchange	0		0
EX_imp_e	IMP_exchange	0		0
EX_indole_e	Indole_exchange	0		0
EX_inost_e	myo-Inositol_exchange	0		0
EX_ins_e	Inosine_exchange	0		0
EX_k_e	K+_exchange	1		0
EX_lac_D_e	D-lactate_exchange	0		0
EX_lac_L_e	L-Lactate_exchange	0		0
EX_leu_L_e	L-Leucine_exchange	0		0
EX_lys_L_e	L-Lysine_exchange	0		0
EX_mal__L_e	L-Malate_exchange	0		0
EX_malt_e	Maltose_exchange	0		0
EX_man_e	D-Mannose_exchange	0		0
EX_man6p_e	D-Mannose_6-phosphate_exchange	0		0
EX_met_L_e	L-Methionine_exchange	0		0
EX_mg2_e	Mg_exchange	1		0
EX_mn2_e	Mn2+_exchange	1		0
EX_mnl_e	D-Mannitol_exchange	0		0
EX_n2o_e	Nitrous_oxide_exchange	0		0
EX_na1_e	Sodium_exchange	1		0
EX_nac_e	Nicotinate_exchange	0		0
EX_nh4_e	Ammonia_exchange	1		0
EX_ni2_e	Ni2+_exchange	1		0
EX_nmn_e	NMN_exchange	0		0
EX_no_e	Nitric_oxide_exchange	0		0
EX_no2_e	Nitrite_exchange	0		0
EX_no3_e	Nitrate_exchange	0		0
EX_o2_e	O2_exchange	1		0
EX_o2s_e	Superoxide_anion_exchange	0		0
EX_orn_e	Ornithine_exchange	0		0
EX_orot_e	Orotate_exchange	0		0
EX_phe_L_e	L-Phenylalanine_exchange	0		0
EX_pheme_e	Protoheme_exchange	0		0
EX_pi_e	Phosphate_exchange	1		0
EX_pnto__R_e	(R)-Pantothenate_exchange	0		0
EX_ppa_e	Propionate_exchange	0		0
EX_ppt_e	Phosphonate_exchange	0		0
EX_pro_L_e	L-Proline_exchange	0		0
EX_progly_e	L-Prolinylglycine_exchange	0		0
EX_pydx_e	Pyridoxal_exchange	0		0
EX_pyr_e	Pyruvate_exchange	0		0
EX_rib__D_e	D-Ribose_exchange	0		0
EX_sbt__D_e	D-Sorbitol_exchange	0		0
EX_ser_L_e	L-ser_exchange	0		0
EX_skm_e	Shikimate_exchange	0		0
EX_so3_e	Sulfite_exchange	0		0
EX_so4_e	Sulfate_exchange	1		0
EX_succ_e	Succinate_exchange	0		0
EX_sucr_e	Sucrose_exchange	0		0
EX_tcynt_e	Thiocyanate_exchange	0		0
EX_thr_L_e	L-Threonine_exchange	0		0
EX_thymd_e	Thymidine_exchange	0		0
EX_tma_e	Trimethylamine_exchange	0		0
EX_tmao_e	Trimethylamine_N-oxide_exchange	0		0
EX_tre_e	Trehalose_exchange	0		0
EX_trp_L_e	L-Tryptophan_exchange	0		0
EX_tsul_e	Thiosulfate_exchange	0		0
EX_tyr_L_e	L-Tyrosine_exchange	0		0
EX_uacgam_e	UDP-N-acetyl-D-glucosamine_exchange	0		0
EX_udpg_e	UDPglucose_exchange	0		0
EX_udpgal_e	UDPgalactose_exchange	0		0
EX_udpglcur_e	UDP-D-glucuronate_exchange	0		0
EX_ump_e	UMP_exchange	0		0
EX_ura_e	Uracil_exchange	0		0
EX_urea_e	Urea_exchange	0		0
EX_uri_e	Uridine_exchange	0		0
EX_val_L_e	L-Valine_exchange	0		0
EX_xan_e	Xanthine_exchange	0		0
EX_xmp_e	Xanthosine_5'-phosphate_exchange	0		0
EX_xtsn_e	Xanthosine_exchange	0		0
EX_xyl__D_e	D-Xylose_exchange	0		0
EX_zn2_e	Zinc_exchange	1		0
ACBCP	Acetyl-CoA_carboxylase	1		0
BTNC	Biotin_carboxylase	0		0
5FTHFC	5-formyltetrahydrofolate_cyclo-ligase	0		0
FOMETRi	Aminomethyltransferase	0		0
FTHFD	formyltetrahydrofolate_deformylase	0		0
GLYCL	Glycine_Cleavage_System	0		0
MTHFC	methenyltetrahydrofolate_cyclohydrolase	1		0
MTHFD	methylenetetrahydrofolate_dehydrogenase_(NADP)	1		0
MTHFR2	5,10-methylenetetrahydrofolate_reductase_(NADH)	0		0
TMDS2	thymidylate_synthase2	0		0
GLNS	glutamine_synthetase	0		0
GLUDC	Glutamate_Decarboxylase	0		0
GLUDy	glutamate_dehydrogenase_(NADP)	0		0
GLUN	glutaminase	0		0
GLUSy	glutamate_synthase_(NADPH)	0		0
ACPPAT120	acyl-(acyl_carrier_protein):phosphate_acyltransferase_(C12:0)	0		0
ACPPAT140	acyl-(acyl_carrier_protein):phosphate_acyltransferase_(C14:0)	0		0
ACPPAT141	acyl-(acyl_carrier_protein):phosphate_acyltransferase_(C14:1)	0		0
ACPPAT160	acyl-(acyl_carrier_protein):phosphate_acyltransferase_(C16:0)	0		0
ACPPAT161	acyl-(acyl_carrier_protein):phosphate_acyltransferase_(C16:1)	0		0
ACPPAT180	acyl-(acyl_carrier_protein):phosphate_acyltransferase_(C18:0)	0		0
ACPPAT181	acyl-(acyl_carrier_protein):phosphate_acyltransferase_(C18:1)	0		0
AGPAT120	1-tetradecanoyl-sn-glycerol_3-phosphate_O-acyltransferase_(n-C12:0)	0		0
AGPAT140	1-tetradecanoyl-sn-glycerol_3-phosphate_O-acyltransferase_(n-C14:0)	0		0
AGPAT141	1-tetradec-7-enoyl-sn-glycerol_3-phosphate_O-acyltransferase_(n-C14:1)	0		0
AGPAT160	1-hexadecanoyl-sn-glycerol_3-phosphate_O-acyltransferase_(n-C16:0)	0		0
AGPAT161	1-hexadec-7-enoyl-sn-glycerol_3-phosphate_O-acyltransferase_(n-C16:1)	0		0
AGPAT180	1-octadecanoyl-sn-glycerol_3-phosphate_O-acyltransferase_(n-C18:0)	0		0
AGPAT181	1-octadec-7-enoyl-sn-glycerol_3-phosphate_O-acyltransferase_(n-C18:1)	0		0
APH140	acylphosphatase_(C14:0)	0		0
DASYN120	CDP-diacylglycerol_synthetase_(n-C12:0)	0		0
DASYN140	CDP-diacylglycerol_synthetase_(n-C14:0)	0		0
DASYN141	CDP-diacylglycerol_synthetase_(n-C14:1)	0		0
DASYN160	CDP-diacylglycerol_synthetase_(n-C16:0)	0		0
DASYN161	CDP-diacylglycerol_synthetase_(n-C16:1)	0		0
DASYN180	CDP-diacylglycerol_synthetase_(n-C18:0)	0		0
DASYN181	CDP-diacylglycerol_synthetase_(n-C18:1)	0		0
G3PAT120	glycerol-3-phosphate_acyltransferase_(C12:0)	0		0
G3PAT140	glycerol-3-phosphate_acyltransferase_(C14:0)	0		0
G3PAT141	glycerol-3-phosphate_acyltransferase_(C14:1)	0		0
G3PAT160	glycerol-3-phosphate_acyltransferase_(C16:0)	0		0
G3PAT161	glycerol-3-phosphate_acyltransferase_(C16:1)	0		0
G3PAT180	glycerol-3-phosphate_acyltransferase_(C18:0)	0		0
G3PAT181	glycerol-3-phosphate_acyltransferase_(C18:1)	0		0
GPDDA2	Glycerophosphodiester_phosphodiesterase_(Glycerophosphoethanolamine)1	0		0
GPDDA3	Glycerophosphodiester_phosphodiesterase_(Glycerophosphoserine)1	0		0
GPDDA4	Glycerophosphodiester_phosphodiesterase_(Glycerophosphoglycerol)	0		0
GPDDA5	Glycerophosphodiester_phosphodiesterase_(Glycerophosphoinositol)	0		0
LPLIPAL1A180pp	Lysophospholipase_L1_(2-acylglycerophosphotidate,_n-C18:0)	0		0
PGSA120	Phosphatidylglycerol_synthase_(n-C12:0)	0		0
PGSA140	Phosphatidylglycerol_synthase_(n-C14:0)	0		0
PGSA141	Phosphatidylglycerol_synthase_(n-C14:1)	0		0
PGSA160	Phosphatidylglycerol_synthase_(n-C16:0)	0		0
PGSA161	Phosphatidylglycerol_synthase_(n-C16:1)	0		0
PGSA180	Phosphatidylglycerol_synthase_(n-C18:0)	0		0
PGSA181	Phosphatidylglycerol_synthase_(n-C18:1)	0		0
GHMT2r	glycine_hydroxymethyltransferase,_reversible	1		0
GLYCK2	glycerate_kinase	0		0
PGCD	phosphoglycerate_dehydrogenase	0		0
PSERT	phosphoserine_transaminase	0		0
PSP_L	phosphoserine_phosphatase_(L-serine)	0		0
SARCOX	sarcosine_oxidase	0		0
SERD_L	L-serine_deaminase	0		0
ENO	enolase	1		0
FBA	fructose-bisphosphate_aldolase	1		0
FBP	fructose-bisphosphatase	0		0
GAPD	glyceraldehyde-3-phosphate_dehydrogenase	1		0
GLBRAN2	1,4-alpha-glucan_branching_enzyme_(glycogen_->_bglycogen)	0		0
GLCP	glycogen_phosphorylase	0		0
GLCP2	glycogen_phosphorylase	0		0
GLCS1	glycogen_synthase_(ADPGlc)	0		0
GLGC	glucose-1-phosphate_adenylyltransferase	0		0
HEX1	hexokinase_(D-glucose:ATP)	0		0
PDH	pyruvate_dehydrogenase	0		0
PFK	phosphofructokinase	0		0
PGI	glucose-6-phosphate_isomerase	1		0
PGK	phosphoglycerate_kinase	1		0
PGM	phosphoglycerate_mutase	1		0
PPS	phosphoenolpyruvate_synthase	0		0
PYK	pyruvate_kinase	0		0
TPI	triose-phosphate_isomerase	1		0
GLYCK	glycerate_kinase	0		0
ATPPRT	ATP_phosphoribosyltransferase	0		0
HISTD	histidinol_dehydrogenase	0		0
HISTP	histidinol-phosphatase	0		0
HSTPT	histidinol-phosphate_transaminase	0		0
IG3PS	Imidazole-glycerol-3-phosphate_synthase	0		0
IGPDH	imidazoleglycerol-phosphate_dehydratase	0		0
PRAMPC	phosphoribosyl-AMP_cyclohydrolase	0		0
PRATPP	phosphoribosyl-ATP_pyrophosphatase	0		0
PRMICI	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide_isomerase	1		0
PRPPS	phosphoribosylpyrophosphate_synthetase	1		0
CA2t3pp	calcium_(Ca+2)_transport_out_via_proton_antiport	0		0
CAt6pp	calcium_/_sodium_antiporter_(1:1)	1		0
COBALT2abcpp	Cobalt_(Co+2)_ABC_transporter	0		0
COBALT2tpp	cobalt_transport_in_via_permease_(no_H+)	0		0
CYANSTpp	Cyanide_sulfurtransferase	0		0
FDMO	FMNH2-dependent_monooxygenase	0		0
FE3abcpp	iron_(III)_transport_via_ABC_system	0		0
FEROpp	ferroxidase	0		0
Kabcpp	Potassium_ABC_transporter	0		0
Kt2pp	potassium_transport_in_via_proton_symport	0		0
Kt3pp	potassium_transport_out_via_proton_antiport	0		0
MG2t3_2pp	magnesium_(Mg+2)_transport_in/out_via_proton_antiport	1		0
MG2uabcpp	Magnesium_(Mg+2)_ABC_transporter_(ubtake)	0		0
MN2tpp	manganese_transport_in_via_permease_(no_H+)	0		0
NAt3_1p5pp	sodium_proton_antiporter_(H:NA_is_1.5)	0		0
NAt3_2pp	sodium_proton_antiporter_(H:NA_is_2)	0		0
NAt3pp	sodium_transport_out_via_proton_antiport	0		0
NH4tpp	ammonia_reversible_transport	1		0
NI2tpp	nickel_(+2)_transport_in_via_permease_(no_H+)	0		0
NI2uabcpp	nickel_transport_via_ABC_system_(uptake)	0		0
NO2t2rpp	nitrite_transport_in_via_proton_symport,_reversible	1		0
NO3t7pp	nitrate_transport_in_via_nitrite_antiport	0		0
O2tpp	o2_transport_via_diffusion	1		1
PIt2rpp	phosphate_reversible_transport_via_symport	1		0
PIuabcpp	phosphate_transport_via_ABC_system_(uptake)	0		0
PPTHpp	Phosphonate_hydrogenase	0		0
SFRD	sulfite_reductase	0		0
SO3TRDRD	SO3TRDRD	0		0
SULabcpp	sulfate_transport_via_ABC_system	0		0
ZN2abcpp	Zinc_(Zn+2)_ABC_transporter,_efflux	0		0
ZN2t3pp	zinc_(Zn+2)_transport_out_via_proton_antiport	0		0
ZN2tpp	zinc_transport_in_via_permease_(no_H+)	0		0
ZNabcpp	zinc_(Zn+2)_transport_via_ABC_system	0		0
CD2tpp	cadmium_(+2)_transport_in_via_permease_(no_H+)	0		0
CU2tpp	copper_transport_in_via_permease_(no_H+)	0		0
FE2tpp	iron_(+2)_transport_in_via_permease_(no_H+)	0		0
D52DGK	5-dehydro-2-deoxygluconokinase	0		0
D5GIS	5-deoxy-glucuronate_isomerase	1		0
MI1PS	myo-inositol_1-phosphate_synthase	0		0
MI2DH	myo-inositol_2-dehydrogenase	1		0
MI2DHT	myo-inosose-2_dehydratase	1		0
THCDH	THcHDO_hydrolase	0		0
U23GAAT	UDP-3-O-(3-hydroxymyristoyl)glucosamine_acyltransferase	0		0
UAGAAT	UDP-N-acetylglucosamine_acyltransferase	1		0
ACACT1r	acetyl-CoA_C-acetyltransferase	1		0
ACCOAC	acetyl-CoA_carboxylase	0		0
ACOAD1f	acyl-CoA_dehydrogenase_(butanoyl-CoA)	1		0
ACOAD2f	acyl-CoA_dehydrogenase_(hexanoyl-CoA)	1		0
ACOAD3f	acyl-CoA_dehydrogenase_(octanoyl-CoA)	1		0
ACOAD4f	acyl-CoA_dehydrogenase_(decanoyl-CoA)	1		0
ACOAD5f	acyl-CoA_dehydrogenase_(dodecanoyl-CoA)	1		0
ACOAD6f	acyl-CoA_dehydrogenase_(tetradecanoyl-CoA)	1		0
ACOAD7f	acyl-CoA_dehydrogenase_(hexadecanoyl-CoA)	1		0
ACOAD8f	acyl-CoA_dehydrogenase_(octadecanoyl-CoA)	1		0
ACOATA	Acetyl-CoA_ACP_transacylase	1		0
KAS14	beta-ketoacyl-ACP_synthase	0		0
KAS15	beta-ketoacyl-ACP_synthase_(2)	0		0
MACPD	Malonyl-ACP_decarboxylase	0		0
MCOATA	Malonyl-CoA-ACP_transacylase	1		0
TDCM_FREE	TDCM-FREE	1		0
TMCM_FREE	TMCM-FREE	0		0
ACHACB	O-acetylhomoserine_aminocarboxypropyltransferase	0		0
AHCYSNS	S-adenosylhomocysteine_nucleosidase	0		0
CYSTL	cystathionine_b-lyase	0		0
HSST	homoserine_O-acetyltransferase	0		0
METAT	methionine_adenosyltransferase	0		0
METS	methionine_synthase	0		0
METSOXR1	L-methionine-S-oxide_reductase	0		0
SHSL1	cystathionine_gamma-synthase	0		0
GLYOX	hydroxyacylglutathione_hydrolase	0		0
LGTHL	lactoylglutathione_lyase	0		0
MCTP1App	murein_crosslinking_transpeptidase_1A:(A2pm->D-ala)	0		0
MCTP1Bpp	murein_crosslinking_transpeptidase_1B:(A2pm->A2pm)	0		0
MCTP2App	murein_crosslinking_transpeptidase_1A:(A2pm->D-ala)	0		0
MDDCP3pp	murein_D,D-carboxypeptidase_(murein5p5p)	0		0
MDDCP4pp	murein_D,D-carboxypeptidase_(murein5p4p)	0		0
MDDCP5pp	murein_D,D-carboxypeptidase_(murein5p3p)	0		0
MPTG	murein_polymerizing_transglycosylase	0		0
MPTG2	murein_polymerizing_transglycosylase_2_(three_linked_units)	0		0
AGM4PApp	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide_amidase	0		0
NHFRBO	NADH:flavorubredoxin_oxidoreductase	0		0
NO3R1bpp	Nitrate_reductase_(Ubiquinol-8)	0		0
NO3R2bpp	Nitrate_reductase_(Menaquinol-8)	0		0
NTRIR3pp	nitrite_Reductase_(Ubiquinole-8)	0		0
NTRIR4pp	nitrite_Reductase_(Menaquinole-8)	0		0
3NTD2pp	3'-nucleotidase_(UMP)	0		0
3NTD4pp	3'-nucleotidase_(CMP)	0		0
3NTD7pp	3'-nucleotidase_(AMP)	0		0
3NTD9pp	3'-nucleotidase_(GMP)	0		0
ADK1	adenylate_kinase	1		0
ADK2	adenylate_kinase	1		0
ADK3	adentylate_kinase_(GTP)	1		0
ADK4	adentylate_kinase_(ITP)	1		0
ADNCYC	adenylate_cyclase	0		0
ADNK1	adenosine_kinase	0		0
ADPRDP	ADPribose_diphosphatase	0		0
ADPT	adenine_phosphoribosyltransferase	0		0
AMPN	AMP_nucleosidase	0		0
AP5AH	Ap5A_hydrolase	0		0
ATPHs	ATP_amine_hydrolysis_(spontaneous)	0		0
CYTDK2	cytidine_kinase_(GTP)	0		0
CYTK1	cytidylate_kinase_(CMP)	1		0
CYTK2	cytidylate_kinase_(dCMP)	1		0
DCTPD	dCTP_deaminase	0		0
DGK1	deoxyguanylate_kinase_(dGMP:ATP)	1		0
DTMPK	dTMP_kinase	1		0
DURIK1	deoxyuridine_kinase_(ATP:Deoxyuridine)	0		0
DUTPDP	dUTP_diphosphatase	0		0
GK1	guanylate_kinase_(GMP:ATP)	1		0
GP4GH	Gp4G_hydrolase	0		0
GSNHYDRO	GSNHYDROLASE	0		0
GSNK	guanosine_kinase	0		0
GTPHs	GTP_amine_hydrolysis_(spontaneous)	0		0
GUAPRT	guanine_phosphoribosyltransferase	0		0
HXPRT	hypoxanthine_phosphoribosyltransferase_(Hypoxanthine)	0		0
INSH	Inosine_hydrolase	0		0
NDPK1	nucleoside-diphosphate_kinase_(ATP:GDP)	1		0
NDPK2	nucleoside-diphosphate_kinase_(ATP:UDP)	1		0
NDPK3	nucleoside-diphosphate_kinase_(ATP:CDP)	1		0
NDPK4	nucleoside-diphosphate_kinase_(ATP:dTDP)	1		0
NDPK5	nucleoside-diphosphate_kinase_(ATP:dGDP)	1		0
NDPK6	nucleoside-diphosphate_kinase_(ATP:dUDP)	1		0
NDPK7	nucleoside-diphosphate_kinase_(ATP:dCDP)	1		0
NDPK8	nucleoside-diphosphate_kinase_(ATP:dADP)	1		0
NNATr	nicotinate-nucleotide_adenylyltransferase	1		0
NTD1	5'-nucleotidase_(dUMP)	0		0
NTD10	5'-nucleotidase_(XMP)	0		0
NTD11	5'-nucleotidase_(IMP)	0		0
NTD12	5'-nucleotidase_(dIMP)	0		0
NTD2	5'-nucleotidase_(UMP)	0		0
NTD3	5'-nucleotidase_(dCMP)	0		0
NTD4	5'-nucleotidase_(CMP)	0		0
NTD5	5'-nucleotidase_(dTMP)	0		0
NTD6	5'-nucleotidase_(dAMP)	0		0
NTD7	5'-nucleotidase_(AMP)	0		0
NTD8	5'-nucleotidase_(dGMP)	0		0
NTD9	5'-nucleotidase_(GMP)	0		0
NTPP1	Nucleoside_triphosphate_pyrophosphorylase_(dgtp)	0		0
NTPP10	Nucleoside_triphosphate_pyrophosphorylase_(ditp)	0		0
NTPP11	Nucleoside_triphosphate_pyrophosphorylase_(xtp)	0		0
NTPP3	Nucleoside_triphosphate_pyrophosphorylase_(dctp)	0		0
NTPP4	Nucleoside_triphosphate_pyrophosphorylase_(ctp)	0		0
NTPP5	Nucleoside_triphosphate_pyrophosphorylase_(datp)	0		0
NTPP9	Nucleoside_triphosphate_pyrophosphorylase_(itp)	0		0
NTPTP1	Nucleoside_triphosphate_tripolyhydrolase	0		0
NTPTP2	Nucleoside_triphosphate_tripolyhydrolase	0		0
RNDR1	ribonucleoside-diphosphate_reductase_(ADP)	0		0
RNDR1b	ribonucleoside-diphosphate_reductase_(ADP)_(glutaredoxin)	0		0
RNDR2	ribonucleoside-diphosphate_reductase_(GDP)	0		0
RNDR2b	ribonucleoside-diphosphate_reductase_(GDP)_(glutaredoxin)	0		0
RNDR3	ribonucleoside-diphosphate_reductase_(CDP)	0		0
RNDR3b	ribonucleoside-diphosphate_reductase_(CDP)_(glutaredoxin)	0		0
RNDR4	ribonucleoside-diphosphate_reductase_(UDP)	0		0
RNDR4b	ribonucleoside-diphosphate_reductase_(UDP)_(glutaredoxin)	0		0
RNTR2c	ribonucleoside-triphosphate_reductase_(GTP)_(flavodoxin)	0		0
RNTR3c	ribonucleoside-triphosphate_reductase_(CTP)_(flavodoxin)	0		0
RNTR4c	ribonucleoside-triphosphate_reductase_(UTP)_(flavodoxin)	0		0
TMDS	thymidylate_synthase	0		0
UMPK	UMP_kinase	1		0
UPPRT	uracil_phosphoribosyltransferase	0		0
URIDK2r	uridylate_kinase_(dUMP)	1		0
XTSNH	Xanthosine_hydrolase	0		0
NTP1	nucleoside-triphosphatase_(ATP)	0		0
NTP10	nucleoside-triphosphatase_(ITP)	0		0
NTP11	nucleoside-triphosphatase_(dITP)	0		0
NTP12	nucleoside-triphosphatase_(XTP)	0		0
NTP3	nucleoside-triphosphatase_(GTP)	0		0
NTP5	nucleoside-triphosphatase_(CTP)	0		0
NTPP2	Nucleoside_triphosphate_pyrophosphorylase_(gtp)	0		0
NTPP6	Nucleoside_triphosphate_pyrophosphorylase_(atp)	0		0
NTPP7	Nucleoside_triphosphate_pyrophosphorylase_(dttp)	0		0
NTPP8	Nucleoside_triphosphate_pyrophosphorylase_(utp)	0		0
ATPS4rpp	ATP_synthase_(four_protons_for_one_ATP)	1		0
CAT	catalase	0		0
CRNCAL2	Carnitine-CoA_Ligase	0		0
CRNDCAL2	D-Carnitine-CoA_Ligase	0		0
CTBTCAL2	Crotonobetaine-CoA_Ligase	0		0
CYTBD2pp	cytochrome_oxidase_bd_(menaquinol-8:_2_protons)	0		0
CYTBDpp	cytochrome_oxidase_bd_(ubiquinol-8:_2_protons)	0		0
CYTBO3_4pp	cytochrome_oxidase_bo3_(ubiquinol-8:_4_protons)	0		0
DMSOR1pp	Dimethyl_sulfoxide_reductase_(Menaquinol_8)	0		0
DMSOR2pp	Dimethyl_sulfoxide_reductase_(Demethylmenaquinol_8)	0		0
FDH4pp	formate_dehydrogenase_(quinone-8)	0		0
FDH5pp	Formate_Dehydrogenase_(menaquinone-8)	0		0
G3PD5	glycerol-3-phosphate_dehydrogenase_(ubiquinone-8)	0		0
G3PD6	glycerol-3-phosphate_dehydrogenase_(menaquinone-8)	0		0
G3PD7	glycerol-3-phosphate_dehydrogenase_(demethylmenaquinone-8)	0		0
HYD1pp	hydrogenase_(ubiquinone-8:_2_protons)	0		0
HYD2pp	Hydrogenase_(menaquinone8:_2_protons)	0		0
HYD3pp	Hydrogenase_(Demethylmenaquinone-8:_2_protons)	0		0
LDH_D2	D-lactate_dehydrogenase	0		0
NADH10	NADH_dehydrogenase_(menaquinone-8_&_0_protons)	0		0
NADH16pp	NADH_dehydrogenase_(ubiquinone-8_&_3_protons)	0		0
NADH17pp	NADH_dehydrogenase_(menaquinone-8_&_3_protons)	0		0
NADH18pp	NADH_dehydrogenase_(demethylmenaquinone-8_&_3_protons)	0		0
NADH5	NADH_dehydrogenase_(ubiquinone-8_)	0		0
NADH9	NADH_dehydrogenase_(demethylmenaquinone-8_&_0_protons)	0		0
NADPHQR2	NADPH_Quinone_Reductase_(Ubiquinone-8)	0		0
NADPHQR3	NADPH_Quinone_Reductase_(Menaquinone-8)	0		0
NADPHQR4	NADPH_Quinone_Reductase_(2-Demethylmenaquinone-8)	0		0
NO3R1pp	Nitrate_reductase_(Ubiquinol-8)	0		0
NO3R2pp	Nitrate_reductase_(Menaquinol-8)	0		0
NTRIR2x	nitrite_Reductase_(NADH)	0		0
POX	pyruvate_oxidase	0		0
PPKr	polyphosphate_kinase	1		0
SPODM	superoxide_dismutase	0		0
SUCDi	succinate_dehydrogenase_(irreversible)	0		0
TMAOR1pp	Trimethylamine_N-oxide_reductase_(menaquinol_8)	0		0
TMAOR2pp	Trimethylamine_N-oxide_reductase_(demethylmenaquinol_8)	0		0
TRDR	thioredoxin_reductase_(NADPH)	0		0
L_LACD2	L-Lactate_dehydrogenase_(ubiquinone)	0		0
L_LACD3	L-Lactate_dehydrogenase_(menaquinone)	0		0
G6PDH2r	glucose_6-phosphate_dehydrogenase	1		0
GND	phosphogluconate_dehydrogenase	0		0
PGL	6-phosphogluconolactonase	0		0
RPE	ribulose_5-phosphate_3-epimerase	1		0
RPI	ribose-5-phosphate_isomerase	1		0
TALA	transaldolase	1		0
TKT1	transketolase	1		0
TKT2	transketolase	1		0
ADSL1r	adenylsuccinate_lyase	1		0
ADSL2r	adenylosuccinate_lyase	1		0
ADSS	adenylosuccinate_synthase	0		0
AICART	phosphoribosylaminoimidazolecarboxamide_formyltransferase	1		0
AIRC2	phosphoribosylaminoimidazole_carboxylase	0		0
AIRC3	phosphoribosylaminoimidazole_carboxylase_(mutase_rxn)	1		0
ASPCT	aspartate_carbamoyltransferase	0		0
CTPS2	CTP_synthase_(glutamine)	0		0
DHORD2	dihydoorotic_acid_dehydrogenase_(quinone8)	0		0
DHORD5	dihydroorotic_acid_(menaquinone-8)	0		0
DHORTS	dihydroorotase	1		0
GARFT	phosphoribosylglycinamide_formyltransferase	1		0
GART	GAR_transformylase-T	0		0
GLUPRT	glutamine_phosphoribosyldiphosphate_amidotransferase	0		0
GMPS2	GMP_synthase	0		0
IMPC	IMP_cyclohydrolase	1		0
IMPD	IMP_dehydrogenase	0		0
OMPDC	orotidine-5'-phosphate_decarboxylase	0		0
ORPT	orotate_phosphoribosyltransferase	1		0
PRAGSr	phosphoribosylglycinamide_synthase	1		0
PRAIS	phosphoribosylaminoimidazole_synthase	0		0
PRASCSi	phosphoribosylaminoimidazolesuccinocarboxamide_synthase	0		0
PRFGS	phosphoribosylformylglycinamidine_synthase	0		0
ACALD	acetaldehyde_dehydrogenase_(acetylating)	1		0
ACKr	acetate_kinase	1		0
ALCD2x	alcohol_dehydrogenase_(ethanol)	1		0
FHL	Formate-hydrogen_lyase	0		0
LDH_D	D-lactate_dehydrogenase	1		0
OAADC	oxaloacetate_decarboxylase	0		0
PTAr	phosphotransacetylase	1		0
LDH	L-lactate_dehydrogenase	0		0
ASAD	aspartate-semialdehyde_dehydrogenase	1		0
ASPK	aspartokinase	1		0
DAPDC	diaminopimelate_decarboxylase	0		0
DAPDH	diaminopimelate_dehydrogenase	0		0
DAPE	diaminopimelate_epimerase	1		0
DHDPRy	dihydrodipicolinate_reductase_(NADPH)	0		0
DHDPS	dihydrodipicolinate_synthase	0		0
HSDy	homoserine_dehydrogenase_(NADPH)	1		0
HSK	homoserine_kinase	0		0
SDPDS	succinyl-diaminopimelate_desuccinylase	0		0
SDPTA	succinyldiaminopimelate_transaminase	1		0
THDPS	tetrahydrodipicolinate_succinylase	0		0
THRS	threonine_synthase	0		0
26DAHtex	meso-2,6-Diaminoheptanedioate_transport_via_diffusion	1		1
3AMPtex	3AMP_transport_via_diffusion	1		1
3CMPtex	3CMP_transport_via_diffusion	1		1
3GMPtex	3GMP_transport_via_diffusion	1		1
3UMPtex	3UMP_transport_via_diffusion	1		1
ABUTt2pp	4-aminobutyrate_transport_in_via_proton_symport	0		0
ABUTtex	4-aminobutyrate_transport_via_diffusion	1		1
ACALDtpp	acetaldehyde_reversible_transport	1		0
ACGAM1Ptex	N-acetyl-D-glucosamine_1-phosphate_transport_via_diffusion	1		1
ACGAptspp	N-Acetyl-D-glucosamine_transport_via_PEP:Pyr_PTS	0		0
ACGAtex	N-Acetyl-D-glucosamine_transport_via_diffusion	1		1
ACMANAptspp	N-acetyl-D-mannosamine_transport_via_PTS	0		0
ACMANAtex	N-acetyl-D-mannosamine_transport_via_diffusion	1		1
ACMUMptspp	N-acetylmuramate_transport_via_PEP:Pyr_PTS	0		0
ACSERtex	O-Acetyl-L-serine_transport_via_diffusion	1		1
ACt2rpp	acetate_reversible_transport_via_proton_symport	1		0
ADEt2rpp	adenine_transport_via_proton_symport_(reversible)	1		0
ADNt2rpp	adenosine_transport_in_via_proton_symport,_reversible	1		0
AKGt2rpp	2-oxoglutarate_reversible_transport_via_symport	1		0
ALAabcpp	L-alanine_transport_via_ABC_system	0		0
ALAALAabcpp	D-alanyl-D-alanine_(DalaDala)_transport_via_ABC_system	0		0
ALAALAtex	D-alanyl-D-alanine_(DalaDala)_transport_via_diffusion	1		1
ALAtex	L-alanine_transport_via_diffusion	1		1
